time temperature humidity hot_side_outlet_temp cold_side_outlet_temp heat_duty
"2025-10-20 10:32:40+00:00" 32.806250000000006 64.9875 29.091771660944005 25.90810018044101 4.0918357399416205
"2025-10-20 10:32:45+00:00" 32.88297872340427 64.67872340425528 29.091771660944005 25.90810018044103 4.091835739941617
"2025-10-20 10:32:50+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:32:55+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:00+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:05+00:00" 32.9 64.65 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:10+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:15+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:20+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:25+00:00" 32.95 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:30+00:00" 32.95 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:35+00:00" 32.9 64.7 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:40+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:45+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:50+00:00" 32.9 64.63333333333334 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:33:55+00:00" 32.9 64.6 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:34:00+00:00" 32.9 64.55 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:34:05+00:00" 32.95 64.65 29.091771660944005 25.90810018044101 4.09183573994162
"2025-10-20 10:34:10+00:00" 32.95 64.55 29.091771660944005 25.90810018044101 4.09183573994162
